WellRow,WellCol,well_position,heart_number,cell_type,heart_failure_type,treatment
B,2,B02,7,healthy,NA,DMSO
B,3,B03,19,failing,dilated_cardiomyopathy,UCD-0159379
B,4,B04,19,failing,dilated_cardiomyopathy,UCD-0159387
B,5,B05,7,healthy,NA,DMSO
B,6,B06,19,failing,dilated_cardiomyopathy,UCD-0159336
B,7,B07,19,failing,dilated_cardiomyopathy,UCD-0001419
B,8,B08,7,healthy,NA,DMSO
B,9,B09,19,failing,dilated_cardiomyopathy,UCD-0159343
B,10,B10,19,failing,dilated_cardiomyopathy,UCD-0001863
B,11,B11,7,healthy,NA,DMSO
C,2,C02,19,failing,dilated_cardiomyopathy,UCD-0159353
C,3,C03,19,failing,dilated_cardiomyopathy,UCD-0159359
C,4,C04,19,failing,dilated_cardiomyopathy,UCD-0159365
C,5,C05,19,failing,dilated_cardiomyopathy,UCD-0159372
C,6,C06,19,failing,dilated_cardiomyopathy,UCD-0159380
C,7,C07,19,failing,dilated_cardiomyopathy,UCD-0159388
C,8,C08,19,failing,dilated_cardiomyopathy,UCD-0159337
C,9,C09,19,failing,dilated_cardiomyopathy,UCD-0001391
C,10,C10,19,failing,dilated_cardiomyopathy,UCD-0001856
C,11,C11,19,failing,dilated_cardiomyopathy,UCD-0159348
D,2,D02,19,failing,dilated_cardiomyopathy,UCD-0159354
D,3,D03,19,failing,dilated_cardiomyopathy,UCD-0000201
D,4,D04,19,failing,dilated_cardiomyopathy,UCD-0159366
D,5,D05,19,failing,dilated_cardiomyopathy,UCD-0159373
D,6,D06,19,failing,dilated_cardiomyopathy,UCD-0159381
D,7,D07,19,failing,dilated_cardiomyopathy,UCD-0001864
D,8,D08,19,failing,dilated_cardiomyopathy,UCD-0000737
D,9,D09,19,failing,dilated_cardiomyopathy,UCD-0001870
D,10,D10,19,failing,dilated_cardiomyopathy,UCD-0001888
D,11,D11,19,failing,dilated_cardiomyopathy,UCD-0159349
E,2,E02,19,failing,dilated_cardiomyopathy,DMSO
E,3,E03,19,failing,dilated_cardiomyopathy,UCD-0001567
E,4,E04,19,failing,dilated_cardiomyopathy,UCD-0159360
E,5,E05,19,failing,dilated_cardiomyopathy,DMSO
E,6,E06,19,failing,dilated_cardiomyopathy,UCD-0159367
E,7,E07,19,failing,dilated_cardiomyopathy,UCD-0159374
E,8,E08,19,failing,dilated_cardiomyopathy,DMSO
E,9,E09,19,failing,dilated_cardiomyopathy,UCD-0159382
E,10,E10,19,failing,dilated_cardiomyopathy,UCD-0159389
E,11,E11,19,failing,dilated_cardiomyopathy,DMSO
F,2,F02,19,failing,dilated_cardiomyopathy,UCD-0159390
F,3,F03,19,failing,dilated_cardiomyopathy,UCD-0022022
F,4,F04,19,failing,dilated_cardiomyopathy,UCD-0018458
F,5,F05,19,failing,dilated_cardiomyopathy,UCD-0000899
F,6,F06,19,failing,dilated_cardiomyopathy,UCD-0159408
F,7,F07,19,failing,dilated_cardiomyopathy,UCD-0017582
F,8,F08,19,failing,dilated_cardiomyopathy,UCD-0159414
F,9,F09,19,failing,dilated_cardiomyopathy,UCD-0159422
F,10,F10,19,failing,dilated_cardiomyopathy,UCD-0159430
F,11,F11,19,failing,dilated_cardiomyopathy,UCD-0159435
G,2,G02,19,failing,dilated_cardiomyopathy,UCD-0159391
G,3,G03,19,failing,dilated_cardiomyopathy,UCD-0159398
G,4,G04,19,failing,dilated_cardiomyopathy,UCD-0159402
G,5,G05,19,failing,dilated_cardiomyopathy,UCD-0159407
G,6,G06,19,failing,dilated_cardiomyopathy,UCD-0011462
G,7,G07,19,failing,dilated_cardiomyopathy,UCD-0159410
G,8,G08,19,failing,dilated_cardiomyopathy,UCD-0159415
G,9,G09,19,failing,dilated_cardiomyopathy,UCD-0159423
G,10,G10,19,failing,dilated_cardiomyopathy,UCD-0159431
G,11,G11,19,failing,dilated_cardiomyopathy,UCD-0159436
