WellRow,WellCol,well_position,heart_number,cell_type,heart_failure_type,treatment
B,2,B02,7,healthy,NA,DMSO
B,3,B03,19,failing,dilated_cardiomyopathy,UCD-0000253
B,4,B04,19,failing,dilated_cardiomyopathy,UCD-0000872
B,5,B05,7,healthy,NA,DMSO
B,6,B06,19,failing,dilated_cardiomyopathy,UCD-0159319
B,7,B07,19,failing,dilated_cardiomyopathy,UCD-0000730
B,8,B08,7,healthy,NA,DMSO
B,9,B09,19,failing,dilated_cardiomyopathy,UCD-0018569
B,10,B10,19,failing,dilated_cardiomyopathy,UCD-0159328
B,11,B11,7,healthy,NA,DMSO
C,2,C02,19,failing,dilated_cardiomyopathy,UCD-0159298
C,3,C03,19,failing,dilated_cardiomyopathy,UCD-0159304
C,4,C04,19,failing,dilated_cardiomyopathy,UCD-0159308
C,5,C05,19,failing,dilated_cardiomyopathy,UCD-0018012
C,6,C06,19,failing,dilated_cardiomyopathy,UCD-0001162
C,7,C07,19,failing,dilated_cardiomyopathy,UCD-0001305
C,8,C08,19,failing,dilated_cardiomyopathy,UCD-0018311
C,9,C09,19,failing,dilated_cardiomyopathy,UCD-0001441
C,10,C10,19,failing,dilated_cardiomyopathy,UCD-0159322
C,11,C11,19,failing,dilated_cardiomyopathy,UCD-0001784
D,2,D02,19,failing,dilated_cardiomyopathy,UCD-0159299
D,3,D03,19,failing,dilated_cardiomyopathy,UCD-0159305
D,4,D04,19,failing,dilated_cardiomyopathy,UCD-0159309
D,5,D05,19,failing,dilated_cardiomyopathy,UCD-0001843
D,6,D06,19,failing,dilated_cardiomyopathy,UCD-0000490
D,7,D07,19,failing,dilated_cardiomyopathy,UCD-0018439
D,8,D08,19,failing,dilated_cardiomyopathy,UCD-0001435
D,9,D09,19,failing,dilated_cardiomyopathy,UCD-0018550
D,10,D10,19,failing,dilated_cardiomyopathy,UCD-0159323
D,11,D11,19,failing,dilated_cardiomyopathy,UCD-0159329
E,2,E02,19,failing,dilated_cardiomyopathy,DMSO
E,3,E03,19,failing,dilated_cardiomyopathy,UCD-0159300
E,4,E04,19,failing,dilated_cardiomyopathy,UCD-0001790
E,5,E05,19,failing,dilated_cardiomyopathy,DMSO
E,6,E06,19,failing,dilated_cardiomyopathy,UCD-0013217
E,7,E07,19,failing,dilated_cardiomyopathy,UCD-0159313
E,8,E08,19,failing,dilated_cardiomyopathy,DMSO
E,9,E09,19,failing,dilated_cardiomyopathy,UCD-0018240
E,10,E10,19,failing,dilated_cardiomyopathy,UCD-0018483
E,11,E11,19,failing,dilated_cardiomyopathy,DMSO
F,2,F02,19,failing,dilated_cardiomyopathy,UCD-0000101
F,3,F03,19,failing,dilated_cardiomyopathy,UCD-0159320
F,4,F04,19,failing,dilated_cardiomyopathy,UCD-0159324
F,5,F05,19,failing,dilated_cardiomyopathy,UCD-0001869
F,6,F06,19,failing,dilated_cardiomyopathy,UCD-0001818
F,7,F07,19,failing,dilated_cardiomyopathy,UCD-0018051
F,8,F08,19,failing,dilated_cardiomyopathy,UCD-0159310
F,9,F09,19,failing,dilated_cardiomyopathy,UCD-0159314
F,10,F10,19,failing,dilated_cardiomyopathy,UCD-0000083
F,11,F11,19,failing,dilated_cardiomyopathy,UCD-0018527
G,2,G02,19,failing,dilated_cardiomyopathy,UCD-0000469
G,3,G03,19,failing,dilated_cardiomyopathy,UCD-0159321
G,4,G04,19,failing,dilated_cardiomyopathy,UCD-0159325
G,5,G05,19,failing,dilated_cardiomyopathy,UCD-0159330
G,6,G06,19,failing,dilated_cardiomyopathy,UCD-0159301
G,7,G07,19,failing,dilated_cardiomyopathy,UCD-0159306
G,8,G08,19,failing,dilated_cardiomyopathy,UCD-0159311
G,9,G09,19,failing,dilated_cardiomyopathy,UCD-0159315
G,10,G10,19,failing,dilated_cardiomyopathy,UCD-0000576
G,11,G11,19,failing,dilated_cardiomyopathy,UCD-0000324
