WellRow,WellCol,well_position,heart_number,cell_type,heart_failure_type,treatment
B,2,B02,7,healthy,NA,DMSO
B,3,B03,19,failing,dilated_cardiomyopathy,UCD-0001078
B,4,B04,19,failing,dilated_cardiomyopathy,UCD-0000972
B,5,B05,7,healthy,NA,DMSO
B,6,B06,19,failing,dilated_cardiomyopathy,UCD-0159326
B,7,B07,19,failing,dilated_cardiomyopathy,UCD-0159331
B,8,B08,7,healthy,NA,DMSO
B,9,B09,19,failing,dilated_cardiomyopathy,UCD-0159332
B,10,B10,19,failing,dilated_cardiomyopathy,UCD-0000936
B,11,B11,7,healthy,NA,DMSO
C,2,C02,19,failing,dilated_cardiomyopathy,UCD-0001886
C,3,C03,19,failing,dilated_cardiomyopathy,UCD-0159344
C,4,C04,19,failing,dilated_cardiomyopathy,UCD-0159350
C,5,C05,19,failing,dilated_cardiomyopathy,UCD-0159355
C,6,C06,19,failing,dilated_cardiomyopathy,UCD-0159361
C,7,C07,19,failing,dilated_cardiomyopathy,UCD-0159368
C,8,C08,19,failing,dilated_cardiomyopathy,UCD-0159375
C,9,C09,19,failing,dilated_cardiomyopathy,UCD-0159383
C,10,C10,19,failing,dilated_cardiomyopathy,UCD-0159333
C,11,C11,19,failing,dilated_cardiomyopathy,UCD-0001616
D,2,D02,19,failing,dilated_cardiomyopathy,UCD-0159339
D,3,D03,19,failing,dilated_cardiomyopathy,UCD-0159345
D,4,D04,19,failing,dilated_cardiomyopathy,UCD-0159351
D,5,D05,19,failing,dilated_cardiomyopathy,UCD-0001790B
D,6,D06,19,failing,dilated_cardiomyopathy,UCD-0159362
D,7,D07,19,failing,dilated_cardiomyopathy,UCD-0159369
D,8,D08,19,failing,dilated_cardiomyopathy,UCD-0159376
D,9,D09,19,failing,dilated_cardiomyopathy,UCD-0159384
D,10,D10,19,failing,dilated_cardiomyopathy,UCD-0159334
D,11,D11,19,failing,dilated_cardiomyopathy,UCD-0159338
E,2,E02,19,failing,dilated_cardiomyopathy,DMSO
E,3,E03,19,failing,dilated_cardiomyopathy,UCD-0159340
E,4,E04,19,failing,dilated_cardiomyopathy,UCD-0159346
E,5,E05,19,failing,dilated_cardiomyopathy,DMSO
E,6,E06,19,failing,dilated_cardiomyopathy,UCD-0001900
E,7,E07,19,failing,dilated_cardiomyopathy,UCD-0159356
E,8,E08,19,failing,dilated_cardiomyopathy,DMSO
E,9,E09,19,failing,dilated_cardiomyopathy,UCD-0159363
E,10,E10,19,failing,dilated_cardiomyopathy,UCD-0018540
E,11,E11,19,failing,dilated_cardiomyopathy,DMSO
F,2,F02,19,failing,dilated_cardiomyopathy,UCD-0159377
F,3,F03,19,failing,dilated_cardiomyopathy,UCD-0159385
F,4,F04,19,failing,dilated_cardiomyopathy,UCD-0000684
F,5,F05,19,failing,dilated_cardiomyopathy,UCD-0001186
F,6,F06,19,failing,dilated_cardiomyopathy,UCD-0159341
F,7,F07,19,failing,dilated_cardiomyopathy,UCD-0159347
F,8,F08,19,failing,dilated_cardiomyopathy,UCD-0001861
F,9,F09,19,failing,dilated_cardiomyopathy,UCD-0159357
F,10,F10,19,failing,dilated_cardiomyopathy,UCD-0011696
F,11,F11,19,failing,dilated_cardiomyopathy,UCD-0159370
G,2,G02,19,failing,dilated_cardiomyopathy,UCD-0159378
G,3,G03,19,failing,dilated_cardiomyopathy,UCD-0159386
G,4,G04,19,failing,dilated_cardiomyopathy,UCD-0159335
G,5,G05,19,failing,dilated_cardiomyopathy,UCD-0018448
G,6,G06,19,failing,dilated_cardiomyopathy,UCD-0159342
G,7,G07,19,failing,dilated_cardiomyopathy,UCD-0001885
G,8,G08,19,failing,dilated_cardiomyopathy,UCD-0159352
G,9,G09,19,failing,dilated_cardiomyopathy,UCD-0159358
G,10,G10,19,failing,dilated_cardiomyopathy,UCD-0159364
G,11,G11,19,failing,dilated_cardiomyopathy,UCD-0159371
