WellRow,WellCol,well_position,heart_number,cell_type,heart_failure_type,treatment
B,2,B02,7,healthy,NA,DMSO
B,3,B03,19,failing,dilated_cardiomyopathy,UCD-0159406
B,4,B04,19,failing,dilated_cardiomyopathy,UCD-0000841
B,5,B05,7,healthy,NA,DMSO
B,6,B06,19,failing,dilated_cardiomyopathy,UCD-0159409
B,7,B07,19,failing,dilated_cardiomyopathy,UCD-0159413
B,8,B08,7,healthy,NA,DMSO
B,9,B09,19,failing,dilated_cardiomyopathy,UCD-0159421
B,10,B10,19,failing,dilated_cardiomyopathy,UCD-0159429
B,11,B11,7,healthy,NA,DMSO
C,2,C02,19,failing,dilated_cardiomyopathy,UCD-0159434
C,3,C03,19,failing,dilated_cardiomyopathy,UCD-0159442
C,4,C04,19,failing,dilated_cardiomyopathy,UCD-0159443
C,5,C05,19,failing,dilated_cardiomyopathy,UCD-0159451
C,6,C06,19,failing,dilated_cardiomyopathy,UCD-0159458
C,7,C07,19,failing,dilated_cardiomyopathy,UCD-0159466
C,8,C08,19,failing,dilated_cardiomyopathy,UCD-0159474
C,9,C09,19,failing,dilated_cardiomyopathy,UCD-0159482
C,10,C10,19,failing,dilated_cardiomyopathy,UCD-0159490
C,11,C11,19,failing,dilated_cardiomyopathy,UCD-0159498
D,2,D02,19,failing,dilated_cardiomyopathy,UCD-0159506
D,3,D03,19,failing,dilated_cardiomyopathy,UCD-0159514
D,4,D04,19,failing,dilated_cardiomyopathy,UCD-0159444
D,5,D05,19,failing,dilated_cardiomyopathy,UCD-0159452
D,6,D06,19,failing,dilated_cardiomyopathy,UCD-0159459
D,7,D07,19,failing,dilated_cardiomyopathy,UCD-0159467
D,8,D08,19,failing,dilated_cardiomyopathy,UCD-0159475
D,9,D09,19,failing,dilated_cardiomyopathy,UCD-0159483
D,10,D10,19,failing,dilated_cardiomyopathy,UCD-0159491
D,11,D11,19,failing,dilated_cardiomyopathy,UCD-0159499
E,2,E02,19,failing,dilated_cardiomyopathy,DMSO
E,3,E03,19,failing,dilated_cardiomyopathy,UCD-0159507
E,4,E04,19,failing,dilated_cardiomyopathy,UCD-0159515
E,5,E05,19,failing,dilated_cardiomyopathy,DMSO
E,6,E06,19,failing,dilated_cardiomyopathy,UCD-0159445
E,7,E07,19,failing,dilated_cardiomyopathy,UCD-0159453
E,8,E08,19,failing,dilated_cardiomyopathy,DMSO
E,9,E09,19,failing,dilated_cardiomyopathy,UCD-0159460
E,10,E10,19,failing,dilated_cardiomyopathy,UCD-0159468
E,11,E11,19,failing,dilated_cardiomyopathy,DMSO
F,2,F02,19,failing,dilated_cardiomyopathy,UCD-0159476
F,3,F03,19,failing,dilated_cardiomyopathy,UCD-0159484
F,4,F04,19,failing,dilated_cardiomyopathy,UCD-0159492
F,5,F05,19,failing,dilated_cardiomyopathy,UCD-0159500
F,6,F06,19,failing,dilated_cardiomyopathy,UCD-0159508
F,7,F07,19,failing,dilated_cardiomyopathy,UCD-0159516
F,8,F08,19,failing,dilated_cardiomyopathy,UCD-0159446
F,9,F09,19,failing,dilated_cardiomyopathy,UCD-0159454
F,10,F10,19,failing,dilated_cardiomyopathy,UCD-0159461
F,11,F11,19,failing,dilated_cardiomyopathy,UCD-0159469
G,2,G02,19,failing,dilated_cardiomyopathy,UCD-0159477
G,3,G03,19,failing,dilated_cardiomyopathy,UCD-0159485
G,4,G04,19,failing,dilated_cardiomyopathy,UCD-0159493
G,5,G05,19,failing,dilated_cardiomyopathy,UCD-0159501
G,6,G06,19,failing,dilated_cardiomyopathy,UCD-0159509
G,7,G07,19,failing,dilated_cardiomyopathy,UCD-0159517
G,8,G08,19,failing,dilated_cardiomyopathy,UCD-0159447
G,9,G09,19,failing,dilated_cardiomyopathy,UCD-0159455
G,10,G10,19,failing,dilated_cardiomyopathy,UCD-0159462
G,11,G11,19,failing,dilated_cardiomyopathy,UCD-0159470
